time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,6.78201282028e-08,5.37250344836e-08,10.0031882872,6.32503136444e-05,6.28307512643,0.0,7.64422690466e-06,5.12785383801e-06,0.106271515277,0.00308345360907,-0.00578855213941,0.0,439.9022401001626,439.42277619071666,437.97856949440427,438.2348763044598
0.12000000000000001,4.39876919448e-06,2.38124047974e-06,10.0135581931,6.28317578389,6.28254011697,0.0,0.000182945632232,8.03764199606e-05,0.239372722289,-0.0116039040904,-0.0160511094064,0.0,448.4235238537019,447.5893528785381,447.19311395960824,445.99537123940155
0.18,2.97366067638e-05,4.86594635983e-06,10.0279629487,6.28202238636,6.28107937288,0.0,0.000758546268757,-7.15147396778e-05,0.240785364074,-0.0423244454313,-0.0512642241779,0.0,405.9306641900788,402.7585195201497,405.99112455354657,403.22568746241365
0.23999999999999996,0.000136481024823,-3.70536886585e-05,10.0477573182,6.27915103197,6.27827572063,0.0,0.00313195728037,-0.0016292897265,0.418976249079,-0.0622093873646,-0.038925536179,0.0,461.2633362671665,462.2352970773151,461.29091470943234,459.71681904425077
0.3,0.000430890961681,-0.000229767165033,10.0753517881,6.27552396033,6.27666323396,0.0,0.006870579059,-0.00515959040447,0.500803587093,-0.0571496636393,-0.00983077457902,0.0,429.9645577895601,432.42171262104324,431.1957441824123,431.62017904727554
0.36000000000000004,0.000989550799943,-0.000722132537707,10.1098261981,6.27245341125,6.27610581312,0.0,0.0118134527629,-0.0116040465611,0.648267280398,-0.0413201379993,-0.0082308142964,0.0,451.5760450868318,451.70519269883636,451.7365157915888,453.0092678034203
0.4200000000000001,0.00186968372448,-0.0016855164098,10.1549396936,6.269556346,6.27538477515,0.0,0.017593361579,-0.0208169765408,0.855379462007,-0.0682502526022,-0.0209351430573,0.0,470.81505577631407,469.83135814962776,471.0007096516301,468.91212685283494
0.48000000000000015,0.00311157572446,-0.00327057205915,10.2119529343,6.26530292741,6.27493759494,0.0,0.0238901572406,-0.0324963936253,1.04489957058,-0.0767726220647,0.0110082045326,0.0,463.2644125140434,465.76908949033555,466.27602189159944,465.6062099151554
0.5400000000000001,0.00469297264822,-0.00556149317094,10.2751920519,6.26061706623,6.27529291812,0.0,0.0287748236333,-0.0442848616327,1.06304615514,-0.0808872273969,-0.00693319763128,0.0,410.7322227131327,409.1380736074016,412.80363166115126,412.43504259410787
0.6000000000000002,0.00658524734248,-0.00870763491529,10.3422300829,6.25691496298,6.27555168358,0.0,0.0343017559392,-0.0610102265028,1.17143897861,-0.0383929795735,0.0205233688089,0.0,440.37922549951526,442.64423811355164,438.27075702546574,441.7846311028393
