time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,2.13503304647e-07,-2.66090267557e-07,0.0699578752052,6.28308463355,6.28310898058,0.0,2.30342595473e-05,-2.96063332986e-05,2.33028820561,-0.0052652357455,-0.0039465312538,0.0,442.34323312687343,439.0821887633633,438.570811148177,439.17901349438574
0.12000000000000001,1.09123670768e-05,-1.62047499016e-05,0.279052758665,6.28261605492,6.28312937632,0.0,0.000374356870866,-0.000665840025756,4.63325310842,-0.0134583833562,0.00777003745764,0.0,442.34323312687343,439.0821887633633,438.570811148177,439.17901349438574
0.18,2.95872627439e-05,-0.000117351125913,0.624732426348,6.28182687648,0.000696448823177,0.0,-1.18617522073e-05,-0.0030319429295,6.8787741925,-0.012549016893,0.0206886708624,0.0,442.34323312687343,439.0821887633633,438.570811148177,439.17901349438574
0.23999999999999996,-4.90326443877e-05,-0.00042333822378,1.10269513559,6.28106817181,0.00224375709868,0.0,-0.00316608492438,-0.00745211761267,9.03887398072,-0.0128379073106,0.0344170008697,0.0,442.34323312687343,439.0821887633633,438.570811148177,439.17901349438574
0.3,-0.00044898758438,-0.00105096698328,1.70715292309,6.28008088975,0.00452647742248,0.0,-0.010967705755,-0.0137657214166,11.0921319246,-0.0249011300363,0.0444603326306,0.0,442.34323312687343,439.0821887633633,438.570811148177,439.17901349438574
0.36000000000000004,-0.00148983083155,-0.00213405054133,2.43106419259,6.27837458878,0.00755989514034,0.0,-0.0246883615975,-0.0228565990889,13.0183031816,-0.0366654500744,0.060581522613,0.0,442.34323312687343,439.0821887633633,438.570811148177,439.17901349438574
0.4200000000000001,-0.00356403801745,-0.00388028750051,3.26636330061,6.27591098563,0.0116425257053,0.0,-0.0456314923938,-0.0360453498181,14.8035243718,-0.0517412712438,0.079864443266,0.0,442.34323312687343,439.0821887633633,438.570811148177,439.17901349438574
0.48000000000000015,-0.00714901746899,-0.00657220981415,4.20436000972,6.27262384304,0.016999767133,0.0,-0.075264408501,-0.0545526819513,16.440788098,-0.061698757419,0.103477254465,0.0,442.34323312687343,439.0821887633633,438.570811148177,439.17901349438574
0.5400000000000001,-0.0128082666174,-0.010553042575,5.23606246864,6.26876968693,0.0234640344132,0.0,-0.114912269355,-0.0790409969261,17.9269803471,-0.0698636799881,0.115122668537,0.0,442.34323312687343,439.0821887633633,438.570811148177,439.17901349438574
0.6000000000000002,-0.0211529032171,-0.0161840068482,6.35245887051,6.26449368558,0.0306429034592,0.0,-0.164710634702,-0.109526288051,19.2644229377,-0.0742302727685,0.127428844151,0.0,442.34323312687343,439.0821887633633,438.570811148177,439.17901349438574
0.6600000000000003,-0.0327775512494,-0.0238127689371,7.54474178847,6.26012241265,0.0386134346802,0.0,-0.224179324049,-0.14551888988,20.4575015886,-0.0702372250663,0.141911364905,0.0,442.34323312687343,439.0821887633633,438.570811148177,439.17901349438574
0.7200000000000003,-0.0482508866982,-0.0337391446211,8.80449159399,6.25588952904,0.0473342608527,0.0,-0.292934066245,-0.18592271329,21.5146076984,-0.0711768101503,0.151452841908,0.0,442.34323312687343,439.0821887633633,438.570811148177,439.17901349438574
0.7800000000000004,-0.0681093309013,-0.0461949470288,10.1237794829,6.25164019235,0.056376703879,0.0,-0.370204647993,-0.22972496408,22.4436359655,-0.0701227895624,0.149174996602,0.0,442.34323312687343,439.0821887633633,438.570811148177,439.17901349438574
0.8400000000000004,-0.0928271648241,-0.0613624278952,11.4952637853,6.2475300704,0.0654732216189,0.0,-0.454696582729,-0.276196771914,23.2561112422,-0.0654442576761,0.156073906946,0.0,442.34323312687343,439.0821887633633,438.570811148177,439.17901349438574
0.9000000000000005,-0.122805610543,-0.0793773815879,12.9122878247,6.24375388067,0.0751853088151,0.0,-0.54550090005,-0.324512351968,23.9632773756,-0.0583429892459,0.171468698015,0.0,442.34323312687343,439.0821887633633,438.570811148177,439.17901349438574
0.9600000000000005,-0.158422046684,-0.100326491846,14.3688993064,6.24020452211,0.0855656836656,0.0,-0.64264175351,-0.373901959618,24.5772894672,-0.060833055553,0.175912751806,0.0,442.34323312687343,439.0821887633633,438.570811148177,439.17901349438574
1.0200000000000005,-0.200049670539,-0.124260972275,15.8597926803,6.23672665,0.0963160277856,0.0,-0.745822726275,-0.424009775524,25.1075513131,-0.0527709226099,0.184995678701,0.0,442.34323312687343,439.0821887633633,438.570811148177,439.17901349438574
1.0800000000000005,-0.248047714409,-0.151215354168,17.3802688752,6.23378688743,0.107547891983,0.0,-0.854997082562,-0.474473435775,25.564805416,-0.0423525473568,0.19126783165,0.0,442.34323312687343,439.0821887633633,438.570811148177,439.17901349438574
1.1400000000000006,-0.302777531333,-0.181192766707,18.9262298073,6.23143376288,0.119191438716,0.0,-0.970224698505,-0.524693572636,25.9583377658,-0.0335916856566,0.199119829187,0.0,442.34323312687343,439.0821887633633,438.570811148177,439.17901349438574
1.2000000000000006,-0.364603729088,-0.214162784895,20.494079775,6.22951763425,0.13124572156,0.0,-1.09158040427,-0.574179937898,26.295629426,-0.0288136135613,0.204249710065,0.0,442.34323312687343,439.0821887633633,438.570811148177,439.17901349438574
1.2600000000000007,-0.43390276709,-0.250075561812,22.0806890601,6.22793089609,0.14367270766,0.0,-1.21935766837,-0.622771144834,26.5846962195,-0.0220869546831,0.212300828027,0.0,442.34323312687343,439.0821887633633,438.570811148177,439.17901349438574
